"onceki_x","onceki_y","translation_x","translation_y"
7.40606295602821e-10,-2.52145710119162e-10,4.8629700141246e-12,8.69207721168378e-12
-0.0073929141498766,-0.0167766798450729,-0.00396399006316439,-0.00416556581824159
-0.0147858292257154,-0.0307696497446026,-0.00629529033250202,-0.00427724008796307
-0.0221787444885616,-0.0419541028624421,-0.0112055123712975,-0.0017208754088087
-0.0295716598605215,-0.053138555879968,-0.0142361490939731,-0.00165553142667396
-0.0369645754225564,-0.0615641062772754,-0.0143288268227711,-0.00167509858824308
-0.0443574911792941,-0.0671563327895381,-0.0143118662222923,-0.00165738107798716
-0.04442308115754,-0.0727485594337485,-0.0143386074002664,-0.00162125171309836
-0.0444230813129326,-0.0783407862122883,-0.0152544096963288,-0.00118851555357936
-0.0444230815204307,-0.0839330131300169,-0.0164646957605972,-0.000261152421197899
-0.0444230814166275,-0.0784896287943747,-0.0161813144855744,0.000165736074438178
-0.0480047568127368,-0.075606690672641,-0.0189891868502005,0.00579455691719023
-0.0553976722645614,-0.0756066909447719,-0.0210998083932907,0.00742576287150093
-0.0482671161959757,-0.0810996896433243,-0.027964089885327,0.00951654585531073
-0.0302275592435448,-0.0893763976816021,-0.0315798585442966,0.0104859095363378
-0.0006558976477906,-0.100560850465696,-0.0389958127813673,0.010008684660689
0.0578315280394469,-0.11174530282525,-0.0417700236205401,0.0100417345447363
0.131039194705981,-0.125589428968039,-0.0375887840070531,0.00893263172366273
0.219754180772627,-0.142366106827809,-0.0183315608365885,0.00572837303621678
0.344449895911543,-0.159142782695755,0.0200344176967399,0.000426603669477121
0.494512493836188,-0.178554324813383,0.0756130159461031,-0.00929735758662731
0.671942465638634,-0.200923225277762,0.14866811725732,-0.0203079749785142
0.899515893002064,-0.22871069831101,0.25054635888316,-0.0351299403452821
1.15630023860363,-0.259281878048708,0.380620564378203,-0.0520513063340905
1.44462394299205,-0.292835220928089,0.544815994928632,-0.0722551043258517
1.78999209481062,-0.331782325666207,0.741721077414397,-0.0957081069090722
2.16821843037625,-0.376098386890928,0.974057134107501,-0.154098625095482
2.5822216991067,-0.426428388225995,1.24366286708929,-0.185280038476285
3.05300704820889,-0.482127336704295,1.53985784279218,-0.241199854355924
3.55323288494716,-0.543170430583757,1.8921985018365,-0.285888027776568
4.08552280557259,-0.610277074313912,2.3144088615531,-0.330987835973951
4.67433245552863,-0.682727850312732,2.75105640283556,-0.378955034810198
5.2892304714197,-0.75796232156024,3.22920013235441,-0.429126035228776
5.9324141128171,-0.836253364365066,3.75511084812339,-0.487061851665744
6.62482295749566,-0.91986372459554,4.30682794308177,-0.564141517730482
7.33967291111735,-1.00625777657367,4.90374404715129,-0.630338578839282
8.07896446512666,-1.09573320323752,5.53556585980281,-0.702489640565723
8.85325289036773,-1.19050313177378,6.19334806170134,-0.78147891887642
9.64594161889184,-1.28805674754446,6.8885210956319,-0.857929818932113
10.4591623226966,-1.38871653987259,7.54728278266064,-0.921680646385829
11.3072159483152,-1.49464602037194,8.33472052360688,-0.996759416051903
12.1704161502864,-1.59843675761039,8.24575362298904,-0.643438830505951
13.050173109955,-1.6990964667883,8.41202054849783,-0.795295189918739
13.943797654148,-1.81024597268593,9.31038883339747,-1.02774953190009
14.8512241858934,-1.92209005203704,10.0050708156319,-0.889298635338564
15.7753386598904,-2.03393410393591,10.3727545589478,-0.946991313881404
16.7132551057512,-2.14055800291497,10.9840062538158,-0.977225605447555
17.6553435542841,-2.24922137359971,11.9335752484936,-1.02161964932046
18.601636807318,-2.36106533705219,12.6267742893753,-0.996619244734667
19.547930056611,-2.47290925949726,13.5609491225264,-1.09256828402929
20.4973786543546,-2.58475315956652,14.4307154360382,-1.08380147507332
21.451064836259,-2.69659703379286,15.3362101913842,-1.19632084526199
22.4047510203374,-2.80844086756256,16.0616443429741,-1.20245536620335
23.3615597667706,-2.92028468007,16.5598627632449,-0.99651061689743
24.3226389039387,-3.03212846801203,17.685902540339,-1.18347316270713
25.2837180254095,-3.1439722123541,18.2733764314001,-1.32928823345488
26.2478869194626,-3.25347876227785,18.8136937847405,-1.1877847575559
27.2163590089182,-3.35973025594974,19.736987395306,-1.20407694703694
28.1780613214304,-3.47110258944852,20.6449041859705,-1.33796156551536
29.1391405134261,-3.58063386674391,21.5427723411067,-1.42627297545533
30.1002196771394,-3.68688527686194,22.4284971413823,-1.54390366738995
31.0680359294469,-3.79313665243939,23.1033251322251,-1.6380960630768
32.0365081030768,-3.90167556671221,23.5729490185884,-1.39759753976583
33.0049802992682,-4.01351910216124,24.3031223844405,-1.43385698015237
33.9734524270278,-4.12536258868257,25.0780221172314,-1.46573742834147
34.9389332047549,-4.23268055718108,25.8636430669429,-1.35990848657139
35.9000124683846,-4.33333960718246,26.6026323952578,-1.2152799776136
36.8544203067457,-4.43904506972225,27.4550866931221,-1.42921838307234
37.8081066699186,-4.54529626663861,28.2126401448931,-1.4803591663426
38.7617930529039,-4.65154744063214,28.8939191678262,-1.51819191247271
39.7022022395017,-4.75779859390846,29.2709930209357,-1.72562829412402
40.632325484557,-4.86404972824161,30.1560745418829,-1.78660859329052
41.5490472341639,-4.97030083724589,31.1026738845119,-1.9437544567434
42.465769139448,-5.07155510194295,31.9947368145545,-1.99432613360908
43.3738120737709,-5.17440231003276,32.8113809639565,-2.11805213942936
44.2683551385808,-5.28065336225075,33.5827904039739,-2.23172852148229
45.1497522883154,-5.38193239165818,34.4338891499639,-2.32981765903965
46.0180689120554,-5.48259123555554,35.5033479523305,-2.47032558522097
46.8682545377641,-5.58325006106513,36.3165501663517,-2.59910894503881
47.6988195640808,-5.6888560974851,37.0315621177705,-2.66197948551462
48.512689577805,-5.79296839290771,37.7519734273275,-2.77425033249802
49.303731866637,-5.89362719400499,38.5255234242174,-2.86166471285178
50.0687444363554,-5.98936359751076,39.4338907865663,-2.88917301950288
50.8190367437884,-6.08231630573225,40.2143432407218,-3.02113343106158
51.5509357223718,-6.17179072110146,40.9713558476301,-3.15015174333855
52.2569361092979,-6.25636754732332,41.5714540375812,-3.24864988419807
52.9509780545542,-6.33816068188011,42.2993044066381,-3.32344150234074
53.63112664623,-6.41645072217322,43.0116423892365,-3.48587942194022
54.2790658140721,-6.48986797471545,43.7254359607371,-3.59922191218568
54.916791726569,-6.56050154100127,44.3363656252954,-3.73018356004624
55.545189892703,-6.6276072166314,44.9956834722061,-3.73942978161256
56.147951703286,-6.69471289102826,45.3440646027941,-3.90391437756497
56.7467781168561,-6.76181856001388,45.903778011433,-4.07054182817025
57.3456045451365,-6.82892421990311,46.4897697996763,-4.17830450780555
57.925302109036,-6.89120671003775,47.1390182029021,-4.21690459536706
58.4966228816388,-6.95272018406306,47.6060324053891,-4.33153966947666
59.0584846218378,-7.01423365405934,48.2444235144731,-4.47205985787239
59.607659345458,-7.08054547683305,48.7450563349505,-4.52482016777464
60.1521045921128,-7.14367138708605,49.2840033447271,-4.55394180801767
60.6917876025004,-7.19959267193748,49.8361926868443,-4.55415992431115
61.2125385020766,-7.25551395706399,50.333300800153,-4.59396874942205
61.7300426851097,-7.31143523765283,50.8425479920759,-4.61671381983029
62.247546855007,-7.36735650977893,51.3843467494315,-4.67565157057205
62.7587730748195,-7.41852902575556,51.88819008265,-4.7356900162252
63.2714493482802,-7.46885810666456,52.3748031714212,-4.7962953712491
63.7889536178439,-7.51918718894019,52.9052932290078,-4.90045060001848
64.2939676317644,-7.56951626694569,53.3712957166817,-4.96621668628016
64.7966860063186,-7.61792989846897,53.9017290391027,-4.9530996127359
65.2994044173872,-7.66266679565175,54.4925100328093,-5.24627345424211
65.802122741982,-7.71210280331349,54.9221339348202,-5.27968090273877
66.2998421779894,-7.76054122075351,55.4754701667541,-5.31039529879662
66.787774693726,-7.80527810670688,56.0034993719758,-5.32642495398692
67.2695275977259,-7.85468930070497,56.4871143325025,-5.33108014850253
67.7500670863601,-7.9012866847295,56.9937462085289,-5.38854283163372
68.2306066122006,-7.94043137784333,57.4364047711825,-5.41364968068491
68.6988526988809,-7.98422558867247,57.7948110583456,-5.51711151971647
69.1646063584801,-8.02896245706617,58.2709344116328,-5.56511473681064
69.6303600033047,-8.07369931771418,58.7269858522176,-5.60662015162706
70.0838858287272,-8.11843618653154,59.2169281613923,-5.67354876345552
70.5348535966611,-8.16317304798506,59.6686346414965,-5.67459117061066
70.9858212525572,-8.20790989057596,60.0255581394778,-5.66839983453145
71.4307078288358,-8.25264673785516,60.4884095140841,-5.73495210775536
71.8719143556299,-8.29738358665228,60.9416030088654,-5.77866574773659
72.3080962350879,-8.34212043652422,61.3107434488095,-5.77563390090082
72.7382297146714,-8.38228218792251,61.7096151080991,-5.81540751423459
73.1646831020238,-8.42319345709606,62.09370686374,-5.93599323855529
73.5860790095521,-8.46793029255205,62.5803656070818,-6.00230089794111
74.0014594467171,-8.50811685328545,63.0262684811152,-5.92175017611671
74.4154625109296,-8.54726152663414,63.4285199560983,-5.92717915046834
74.8294655775796,-8.58640619544884,63.8582529216605,-5.98934328191661
75.237485785738,-8.62555085197285,64.2224298227615,-5.94402688306616
75.6440958563009,-8.66126153831131,64.5554287874323,-5.98692683371479
76.0507060942301,-8.68922187742581,64.8997920598762,-5.97749718398953
76.4513661834519,-8.72168286284901,65.2126321553115,-5.97754254062347
76.8505833232076,-8.75523535102642,65.5571855218722,-5.93446770697403
77.2498006444003,-8.78878785632542,65.8941809994139,-5.98625353657192
77.6490177602367,-8.82234033398375,66.2720734123257,-6.06276454698104
78.0482348768896,-8.85756018157729,66.7393267777987,-6.06582577717004
78.4474521160233,-8.89670483222728,67.1551812994103,-6.12915241664356
78.8349005020593,-8.93584947488911,67.5572286875029,-6.20462387832164
79.2215032420355,-8.97499411490586,67.9592177742347,-6.24220661898057
79.6133274880002,-9.01413875348672,68.3174306278819,-6.30249260841891
80.0051516628012,-9.05770962312942,68.7128343807886,-6.33705546273003
80.3948371503784,-9.10244641343743,69.1097668470918,-6.40205512523612
